order	precursor	precursor_acc_num	miRNA_5p	miRNA_5p_acc_num	miRNA_3p	miRNA_3p_acc_num	
497_	hsa-mir-342	MI0000805	hsa-miR-342-5p	MIMAT0004694	hsa-miR-342-3p	MIMAT0000753	
498_	hsa-mir-345	MI0000825	hsa-miR-345-5p	MIMAT0000772	hsa-miR-345-3p	MIMAT0022698	
499_	hsa-mir-346	MI0000826	hsa-miR-346-5p	MIMAT0000773	na	na	
500_	hsa-mir-34a	MI0000268	hsa-miR-34a-5p	MIMAT0000255	hsa-miR-34a-3p	MIMAT0004557	
501_	hsa-mir-34b	MI0000742	hsa-miR-34b-5p	MIMAT0000685	hsa-miR-34b-3p	MIMAT0004676	
502_	hsa-mir-34c	MI0000743	hsa-miR-34c-5p	MIMAT0000686	hsa-miR-34c-3p	MIMAT0004677	
503_	hsa-mir-3529	MI0017351	hsa-miR-3529-5p	MIMAT0019828	hsa-miR-3529-3p	MIMAT0022741	
504_	hsa-mir-3591	MI0017383	hsa-miR-3591-5p	MIMAT0019876	hsa-miR-3591-3p	MIMAT0019877	
505_	hsa-mir-3605	MI0015995	hsa-miR-3605-5p	MIMAT0017981	hsa-miR-3605-3p	MIMAT0017982	
506_	hsa-mir-3606	MI0015996	hsa-miR-3606-5p	MIMAT0017983	hsa-miR-3606-3p	MIMAT0022965	
507_	hsa-mir-3607	MI0015997	hsa-miR-3607-5p	MIMAT0017984	hsa-miR-3607-3p	MIMAT0017985	
508_	hsa-mir-3609	MI0015999	na	na	hsa-miR-3609-3p	MIMAT0017986	
509_	hsa-mir-361	MI0000760	hsa-miR-361-5p	MIMAT0000703	hsa-miR-361-3p	MIMAT0004682	
510_	hsa-mir-3610	MI0016000	na	na	hsa-miR-3610-3p	MIMAT0017987	
511_	hsa-mir-3611	MI0016001	na	na	hsa-miR-3611-3p	MIMAT0017988	
512_	hsa-mir-3612	MI0016002	hsa-miR-3612-5p	MIMAT0017989	na	na	
513_	hsa-mir-3613	MI0016003	hsa-miR-3613-5p	MIMAT0017990	hsa-miR-3613-3p	MIMAT0017991	
514_	hsa-mir-3614	MI0016004	hsa-miR-3614-5p	MIMAT0017992	hsa-miR-3614-3p	MIMAT0017993	
515_	hsa-mir-3615	MI0016005	na	na	hsa-miR-3615-3p	MIMAT0017994	
516_	hsa-mir-3616	MI0016006	hsa-miR-3616-5p	MIMAT0017995	hsa-miR-3616-3p	MIMAT0017996	
517_	hsa-mir-3617	MI0016007	hsa-miR-3617-5p	MIMAT0017997	hsa-miR-3617-3p	MIMAT0022966	
518_	hsa-mir-3618	MI0016008	na	na	hsa-miR-3618-3p	MIMAT0017998	
519_	hsa-mir-3619	MI0016009	hsa-miR-3619-5p	MIMAT0017999	hsa-miR-3619-3p	MIMAT0019219	
520_	hsa-mir-362	MI0000762	hsa-miR-362-5p	MIMAT0000705	hsa-miR-362-3p	MIMAT0004683	
521_	hsa-mir-3620	MI0016011	hsa-miR-3620-5p	MIMAT0022967	hsa-miR-3620-3p	MIMAT0018001	
522_	hsa-mir-3621	MI0016012	hsa-miR-3621-5p	MIMAT0018002	na	na	
523_	hsa-mir-3622a	MI0016013	hsa-miR-3622a-5p	MIMAT0018003	hsa-miR-3622a-3p	MIMAT0018004	
524_	hsa-mir-3622b	MI0016014	hsa-miR-3622b-5p	MIMAT0018005	hsa-miR-3622b-3p	MIMAT0018006	
525_	hsa-mir-363	MI0000764	hsa-miR-363-5p	MIMAT0003385	hsa-miR-363-3p	MIMAT0000707	
526_	hsa-mir-3646	MI0016046	na	na	hsa-miR-3646-3p	MIMAT0018065	
527_	hsa-mir-3648	MI0016048	hsa-miR-3648-5p	MIMAT0018068	na	na	
528_	hsa-mir-3649	MI0016049	na	na	hsa-miR-3649-3p	MIMAT0018069	
529_	hsa-mir-3650	MI0016050	hsa-miR-3650-5p	MIMAT0018070	na	na	
530_	hsa-mir-3651	MI0016051	na	na	hsa-miR-3651-3p	MIMAT0018071	
531_	hsa-mir-3652	MI0016052	hsa-miR-3652-5p	MIMAT0018072	na	na	
532_	hsa-mir-3653	MI0016053	na	na	hsa-miR-3653-3p	MIMAT0018073	
533_	hsa-mir-3654	MI0016054	na	na	hsa-miR-3654-3p	MIMAT0018074	
534_	hsa-mir-3655	MI0016055	hsa-miR-3655-5p	MIMAT0018075	na	na	
535_	hsa-mir-3656	MI0016056	na	na	hsa-miR-3656-3p	MIMAT0018076	
536_	hsa-mir-3657	MI0016057	na	na	hsa-miR-3657-3p	MIMAT0018077	
537_	hsa-mir-3658	MI0016058	hsa-miR-3658-5p	MIMAT0018078	na	na	
538_	hsa-mir-3659	MI0016060	na	na	hsa-miR-3659-3p	MIMAT0018080	
539_	hsa-mir-365a	MI0000767	hsa-miR-365a-5p	MIMAT0009199	hsa-miR-365a-3p	MIMAT0000710	
540_	hsa-mir-365b	MI0000769	hsa-miR-365b-5p	MIMAT0022833	hsa-miR-365b-3p	MIMAT0022834	
541_	hsa-mir-3660	MI0016061	na	na	hsa-miR-3660-3p	MIMAT0018081	
542_	hsa-mir-3661	MI0016062	hsa-miR-3661-5p	MIMAT0018082	na	na	
543_	hsa-mir-3662	MI0016063	na	na	hsa-miR-3662-3p	MIMAT0018083	
544_	hsa-mir-3663	MI0016064	hsa-miR-3663-5p	MIMAT0018084	hsa-miR-3663-3p	MIMAT0018085	
545_	hsa-mir-3664	MI0016065	hsa-miR-3664-5p	MIMAT0018086	hsa-miR-3664-3p	MIMAT0019220	
546_	hsa-mir-3665	MI0016066	hsa-miR-3665-5p	MIMAT0018087	na	na	
547_	hsa-mir-3666	MI0016067	hsa-miR-3666-5p	MIMAT0018088	na	na	
548_	hsa-mir-3667	MI0016068	hsa-miR-3667-5p	MIMAT0018089	hsa-miR-3667-3p	MIMAT0018090	
549_	hsa-mir-3668	MI0016069	hsa-miR-3668-5p	MIMAT0018091	na	na	
550_	hsa-mir-3669	MI0016070	na	na	hsa-miR-3669-3p	MIMAT0018092	
551_	hsa-mir-367	MI0000775	hsa-miR-367-5p	MIMAT0004686	hsa-miR-367-3p	MIMAT0000719	
552_	hsa-mir-3670-1	MI0016071	na	na	hsa-miR-3670-3p	MIMAT0018093	
553_	hsa-mir-3670-2	MI0019112	na	na	hsa-miR-3670-3p	MIMAT0018093	
554_	hsa-mir-3671	MI0016072	na	na	hsa-miR-3671-3p	MIMAT0018094	
555_	hsa-mir-3672	MI0016073	hsa-miR-3672-5p	MIMAT0018095	na	na	
556_	hsa-mir-3673	MI0016074	hsa-miR-3673-5p	MIMAT0018096	na	na	
557_	hsa-mir-3674	MI0016075	hsa-miR-3674-5p	MIMAT0018097	na	na	
558_	hsa-mir-3675	MI0016076	hsa-miR-3675-5p	MIMAT0018098	hsa-miR-3675-3p	MIMAT0018099	
559_	hsa-mir-3677	MI0016078	hsa-miR-3677-5p	MIMAT0019221	hsa-miR-3677-3p	MIMAT0018101	
560_	hsa-mir-3678	MI0016079	hsa-miR-3678-5p	MIMAT0018102	hsa-miR-3678-3p	MIMAT0018103	
561_	hsa-mir-3679	MI0016080	hsa-miR-3679-5p	MIMAT0018104	hsa-miR-3679-3p	MIMAT0018105	
562_	hsa-mir-3680-1	MI0016081	hsa-miR-3680-5p	MIMAT0018106	hsa-miR-3680-3p	MIMAT0018107	
563_	hsa-mir-3680-2	MI0019113	hsa-miR-3680-5p	MIMAT0018106	hsa-miR-3680-3p	MIMAT0018107	
564_	hsa-mir-3681	MI0016082	hsa-miR-3681-5p	MIMAT0018108	hsa-miR-3681-3p	MIMAT0018109	
565_	hsa-mir-3682	MI0016083	hsa-miR-3682-5p	MIMAT0019222	hsa-miR-3682-3p	MIMAT0018110	
566_	hsa-mir-3683	MI0016084	hsa-miR-3683-5p	MIMAT0018111	na	na	
567_	hsa-mir-3684	MI0016085	na	na	hsa-miR-3684-3p	MIMAT0018112	
568_	hsa-mir-3685	MI0016086	hsa-miR-3685-5p	MIMAT0018113	na	na	
569_	hsa-mir-3686	MI0016087	na	na	hsa-miR-3686-3p	MIMAT0018114	
570_	hsa-mir-3687	MI0016088	na	na	hsa-miR-3687-3p	MIMAT0018115	
571_	hsa-mir-3688-1	MI0016089	hsa-miR-3688-5p	MIMAT0019223	hsa-miR-3688-3p	MIMAT0018116	
572_	hsa-mir-3688-2	MI0017447	hsa-miR-3688-5p	MIMAT0019223	hsa-miR-3688-3p	MIMAT0018116	
573_	hsa-mir-3689a	MI0016090	hsa-miR-3689a-5p	MIMAT0018117	hsa-miR-3689a-3p	MIMAT0018118	
574_	hsa-mir-3689b	MI0016411	hsa-miR-3689b-5p	MIMAT0018180	hsa-miR-3689b-3p	MIMAT0018181	
575_	hsa-mir-3689c	MI0016832	na	na	hsa-miR-3689c-3p	MIMAT0019007	
576_	hsa-mir-3689d-1	MI0016834	hsa-miR-3689d-5p	MIMAT0019008	na	na	
577_	hsa-mir-3689d-2	MI0016835	hsa-miR-3689d-5p	MIMAT0019008	na	na	
578_	hsa-mir-3689e	MI0016836	hsa-miR-3689e-5p	MIMAT0019009	na	na	
579_	hsa-mir-3689f	MI0016837	hsa-miR-3689f-5p	MIMAT0019010	na	na	
580_	hsa-mir-369	MI0000777	hsa-miR-369-5p	MIMAT0001621	hsa-miR-369-3p	MIMAT0000721	
581_	hsa-mir-3690-1	MI0016091	hsa-miR-3690-5p	MIMAT0018119	na	na	
582_	hsa-mir-3690-2	MI0023561	hsa-miR-3690-5p	MIMAT0018119	na	na	
583_	hsa-mir-3691	MI0016092	hsa-miR-3691-5p	MIMAT0018120	hsa-miR-3691-3p	MIMAT0019224	
584_	hsa-mir-3692	MI0016093	hsa-miR-3692-5p	MIMAT0018121	hsa-miR-3692-3p	MIMAT0018122	
585_	hsa-mir-370	MI0000778	hsa-miR-370-5p	MIMAT0026483	hsa-miR-370-3p	MIMAT0000722	
586_	hsa-mir-3713	MI0016134	hsa-miR-3713-5p	MIMAT0018164	na	na	
587_	hsa-mir-3714	MI0016135	hsa-miR-3714-5p	MIMAT0018165	na	na	
588_	hsa-mir-371a	MI0000779	hsa-miR-371a-5p	MIMAT0004687	hsa-miR-371a-3p	MIMAT0000723	
589_	hsa-mir-371b	MI0017393	hsa-miR-371b-5p	MIMAT0019892	hsa-miR-371b-3p	MIMAT0019893	
590_	hsa-mir-372	MI0000780	hsa-miR-372-5p	MIMAT0026484	hsa-miR-372-3p	MIMAT0000724	
591_	hsa-mir-373	MI0000781	hsa-miR-373-5p	MIMAT0000725	hsa-miR-373-3p	MIMAT0000726	
592_	hsa-mir-374a	MI0000782	hsa-miR-374a-5p	MIMAT0000727	hsa-miR-374a-3p	MIMAT0004688	
593_	hsa-mir-374b	MI0005566	hsa-miR-374b-5p	MIMAT0004955	hsa-miR-374b-3p	MIMAT0004956	
594_	hsa-mir-374c	MI0016684	hsa-miR-374c-5p	MIMAT0018443	hsa-miR-374c-3p	MIMAT0022735	
595_	hsa-mir-375	MI0000783	na	na	hsa-miR-375-3p	MIMAT0000728	
596_	hsa-mir-376a-1	MI0000784	hsa-miR-376a-5p	MIMAT0003386	hsa-miR-376a-3p	MIMAT0000729	
597_	hsa-mir-376a-2	MI0003529	hsa-miR-376a-2-5p	MIMAT0022928	hsa-miR-376a-3p	MIMAT0000729	
598_	hsa-mir-376b	MI0002466	hsa-miR-376b-5p	MIMAT0022923	hsa-miR-376b-3p	MIMAT0002172	
599_	hsa-mir-376c	MI0000776	hsa-miR-376c-5p	MIMAT0022861	hsa-miR-376c-3p	MIMAT0000720	
600_	hsa-mir-377	MI0000785	hsa-miR-377-5p	MIMAT0004689	hsa-miR-377-3p	MIMAT0000730	
601_	hsa-mir-378a	MI0000786	hsa-miR-378a-5p	MIMAT0000731	hsa-miR-378a-3p	MIMAT0000732	
602_	hsa-mir-378b	MI0014154	na	na	hsa-miR-378b-3p	MIMAT0014999	
603_	hsa-mir-378c	MI0015825	hsa-miR-378c-5p	MIMAT0016847	na	na	
604_	hsa-mir-378d-1	MI0016749	hsa-miR-378d-5p	MIMAT0018926	na	na	
605_	hsa-mir-378d-2	MI0003840	hsa-miR-378d-5p	MIMAT0018926	na	na	
606_	hsa-mir-378e	MI0016750	na	na	hsa-miR-378e-3p	MIMAT0018927	
607_	hsa-mir-378f	MI0016756	na	na	hsa-miR-378f-3p	MIMAT0018932	
608_	hsa-mir-378g	MI0016761	hsa-miR-378g-5p	MIMAT0018937	na	na	
609_	hsa-mir-378h	MI0016808	hsa-miR-378h-5p	MIMAT0018984	na	na	
610_	hsa-mir-378i	MI0016902	hsa-miR-378i-5p	MIMAT0019074	na	na	
611_	hsa-mir-378j	MI0021273	hsa-miR-378j-5p	MIMAT0024612	na	na	
612_	hsa-mir-379	MI0000787	hsa-miR-379-5p	MIMAT0000733	hsa-miR-379-3p	MIMAT0004690	
613_	hsa-mir-380	MI0000788	hsa-miR-380-5p	MIMAT0000734	hsa-miR-380-3p	MIMAT0000735	
614_	hsa-mir-381	MI0000789	hsa-miR-381-5p	MIMAT0022862	hsa-miR-381-3p	MIMAT0000736	
615_	hsa-mir-382	MI0000790	hsa-miR-382-5p	MIMAT0000737	hsa-miR-382-3p	MIMAT0022697	
616_	hsa-mir-383	MI0000791	hsa-miR-383-5p	MIMAT0000738	hsa-miR-383-3p	MIMAT0026485	
617_	hsa-mir-384	MI0001145	na	na	hsa-miR-384-3p	MIMAT0001075	
618_	hsa-mir-3907	MI0016410	na	na	hsa-miR-3907-3p	MIMAT0018179	
619_	hsa-mir-3908	MI0016412	hsa-miR-3908-5p	MIMAT0018182	na	na	
620_	hsa-mir-3909	MI0016413	na	na	hsa-miR-3909-3p	MIMAT0018183	
621_	hsa-mir-3910-1	MI0016414	na	na	hsa-miR-3910-3p	MIMAT0018184	
622_	hsa-mir-3910-2	MI0016431	na	na	hsa-miR-3910-3p	MIMAT0018184	
623_	hsa-mir-3911	MI0016415	hsa-miR-3911-5p	MIMAT0018185	na	na	
624_	hsa-mir-3912	MI0016416	hsa-miR-3912-5p	MIMAT0027036	hsa-miR-3912-3p	MIMAT0018186	
625_	hsa-mir-3913-1	MI0016417	hsa-miR-3913-5p	MIMAT0018187	hsa-miR-3913-3p	MIMAT0019225	
626_	hsa-mir-3913-2	MI0016418	hsa-miR-3913-5p	MIMAT0018187	hsa-miR-3913-3p	MIMAT0019225	
627_	hsa-mir-3914-1	MI0016419	na	na	hsa-miR-3914-3p	MIMAT0018188	
628_	hsa-mir-3914-2	MI0016421	na	na	hsa-miR-3914-3p	MIMAT0018188	
629_	hsa-mir-3915	MI0016420	hsa-miR-3915-5p	MIMAT0018189	na	na	
630_	hsa-mir-3916	MI0016422	hsa-miR-3916-5p	MIMAT0018190	na	na	
631_	hsa-mir-3917	MI0016423	na	na	hsa-miR-3917-3p	MIMAT0018191	
632_	hsa-mir-3918	MI0016424	hsa-miR-3918-5p	MIMAT0018192	na	na	
633_	hsa-mir-3919	MI0016425	na	na	hsa-miR-3919-3p	MIMAT0018193	
634_	hsa-mir-3920	MI0016427	na	na	hsa-miR-3920-3p	MIMAT0018195	
635_	hsa-mir-3921	MI0016428	na	na	hsa-miR-3921-3p	MIMAT0018196	
636_	hsa-mir-3922	MI0016429	hsa-miR-3922-5p	MIMAT0019227	hsa-miR-3922-3p	MIMAT0018197	
637_	hsa-mir-3923	MI0016430	na	na	hsa-miR-3923-3p	MIMAT0018198	
638_	hsa-mir-3924	MI0016432	na	na	hsa-miR-3924-3p	MIMAT0018199	
639_	hsa-mir-3925	MI0016433	hsa-miR-3925-5p	MIMAT0018200	hsa-miR-3925-3p	MIMAT0019228	
640_	hsa-mir-3926-1	MI0016434	hsa-miR-3926-5p	MIMAT0018201	na	na	
641_	hsa-mir-3926-2	MI0016437	hsa-miR-3926-5p	MIMAT0018201	na	na	
642_	hsa-mir-3927	MI0016435	hsa-miR-3927-5p	MIMAT0022970	hsa-miR-3927-3p	MIMAT0018202	
643_	hsa-mir-3928	MI0016438	hsa-miR-3928-5p	MIMAT0027037	hsa-miR-3928-3p	MIMAT0018205	
644_	hsa-mir-3929	MI0016439	na	na	hsa-miR-3929-3p	MIMAT0018206	
645_	hsa-mir-3934	MI0016590	hsa-miR-3934-5p	MIMAT0018349	hsa-miR-3934-3p	MIMAT0022975	
646_	hsa-mir-3935	MI0016591	na	na	hsa-miR-3935-3p	MIMAT0018350	
647_	hsa-mir-3936	MI0016592	na	na	hsa-miR-3936-3p	MIMAT0018351	
648_	hsa-mir-3937	MI0016593	na	na	hsa-miR-3937-3p	MIMAT0018352	
649_	hsa-mir-3938	MI0016594	na	na	hsa-miR-3938-3p	MIMAT0018353	
650_	hsa-mir-3939	MI0016596	na	na	hsa-miR-3939-3p	MIMAT0018355	
651_	hsa-mir-3940	MI0016597	hsa-miR-3940-5p	MIMAT0019229	hsa-miR-3940-3p	MIMAT0018356	
652_	hsa-mir-3941	MI0016598	na	na	hsa-miR-3941-3p	MIMAT0018357	
653_	hsa-mir-3942	MI0016599	hsa-miR-3942-5p	MIMAT0018358	hsa-miR-3942-3p	MIMAT0019230	
654_	hsa-mir-3943	MI0016600	hsa-miR-3943-5p	MIMAT0018359	na	na	
655_	hsa-mir-3944	MI0016601	hsa-miR-3944-5p	MIMAT0019231	hsa-miR-3944-3p	MIMAT0018360	
656_	hsa-mir-3945	MI0016602	hsa-miR-3945-5p	MIMAT0018361	na	na	
657_	hsa-mir-3960	MI0016964	na	na	hsa-miR-3960-3p	MIMAT0019337	
658_	hsa-mir-3972	MI0016990	na	na	hsa-miR-3972-3p	MIMAT0019357	
659_	hsa-mir-3973	MI0016991	na	na	hsa-miR-3973-3p	MIMAT0019358	
660_	hsa-mir-3974	MI0016992	hsa-miR-3974-5p	MIMAT0019359	na	na	
661_	hsa-mir-3975	MI0016993	na	na	hsa-miR-3975-3p	MIMAT0019360	
662_	hsa-mir-3976	MI0016994	hsa-miR-3976-5p	MIMAT0019361	na	na	
663_	hsa-mir-3977	MI0016995	hsa-miR-3977-5p	MIMAT0019362	na	na	
664_	hsa-mir-3978	MI0016996	hsa-miR-3978-5p	MIMAT0019363	na	na	
665_	hsa-mir-409	MI0001735	hsa-miR-409-5p	MIMAT0001638	hsa-miR-409-3p	MIMAT0001639	
666_	hsa-mir-410	MI0002465	hsa-miR-410-5p	MIMAT0026558	hsa-miR-410-3p	MIMAT0002171	
667_	hsa-mir-411	MI0003675	hsa-miR-411-5p	MIMAT0003329	hsa-miR-411-3p	MIMAT0004813	
668_	hsa-mir-412	MI0002464	hsa-miR-412-5p	MIMAT0026557	hsa-miR-412-3p	MIMAT0002170	
669_	hsa-mir-421	MI0003685	na	na	hsa-miR-421-3p	MIMAT0003339	
670_	hsa-mir-422a	MI0001444	hsa-miR-422a-5p	MIMAT0001339	na	na	
671_	hsa-mir-423	MI0001445	hsa-miR-423-5p	MIMAT0004748	hsa-miR-423-3p	MIMAT0001340	
672_	hsa-mir-424	MI0001446	hsa-miR-424-5p	MIMAT0001341	hsa-miR-424-3p	MIMAT0004749	
673_	hsa-mir-425	MI0001448	hsa-miR-425-5p	MIMAT0003393	hsa-miR-425-3p	MIMAT0001343	
674_	hsa-mir-4251	MI0015861	na	na	hsa-miR-4251-3p	MIMAT0016883	
675_	hsa-mir-4252	MI0015864	na	na	hsa-miR-4252-3p	MIMAT0016886	
676_	hsa-mir-4253	MI0015860	na	na	hsa-miR-4253-3p	MIMAT0016882	
677_	hsa-mir-4254	MI0015862	na	na	hsa-miR-4254-3p	MIMAT0016884	
678_	hsa-mir-4255	MI0015863	hsa-miR-4255-5p	MIMAT0016885	na	na	
679_	hsa-mir-4256	MI0015855	hsa-miR-4256-5p	MIMAT0016877	na	na	
680_	hsa-mir-4257	MI0015856	na	na	hsa-miR-4257-3p	MIMAT0016878	
681_	hsa-mir-4258	MI0015857	hsa-miR-4258-5p	MIMAT0016879	na	na	
682_	hsa-mir-4259	MI0015858	na	na	hsa-miR-4259-3p	MIMAT0016880	
683_	hsa-mir-4260	MI0015859	hsa-miR-4260-5p	MIMAT0016881	na	na	
684_	hsa-mir-4261	MI0015868	na	na	hsa-miR-4261-3p	MIMAT0016890	
685_	hsa-mir-4262	MI0015872	na	na	na	na	
686_	hsa-mir-4263	MI0015876	na	na	hsa-miR-4263-3p	MIMAT0016898	
687_	hsa-mir-4264	MI0015877	hsa-miR-4264-5p	MIMAT0016899	na	na	
688_	hsa-mir-4265	MI0015869	na	na	hsa-miR-4265-3p	MIMAT0016891	
689_	hsa-mir-4266	MI0015870	na	na	hsa-miR-4266-3p	MIMAT0016892	
690_	hsa-mir-4267	MI0015871	hsa-miR-4267-5p	MIMAT0016893	na	na	
691_	hsa-mir-4268	MI0015874	na	na	hsa-miR-4268-3p	MIMAT0016896	
692_	hsa-mir-4269	MI0015875	hsa-miR-4269-5p	MIMAT0016897	na	na	
693_	hsa-mir-4270	MI0015878	hsa-miR-4270-5p	MIMAT0016900	na	na	
694_	hsa-mir-4271	MI0015879	na	na	hsa-miR-4271-3p	MIMAT0016901	
695_	hsa-mir-4272	MI0015880	na	na	hsa-miR-4272-3p	MIMAT0016902	
696_	hsa-mir-4273	MI0015881	hsa-miR-4273-5p	MIMAT0016903	na	na	
697_	hsa-mir-4274	MI0015884	na	na	hsa-miR-4274-3p	MIMAT0016906	
698_	hsa-mir-4275	MI0015883	hsa-miR-4275-5p	MIMAT0016905	na	na	
699_	hsa-mir-4276	MI0015882	hsa-miR-4276-5p	MIMAT0016904	na	na	
700_	hsa-mir-4277	MI0015886	hsa-miR-4277-5p	MIMAT0016908	na	na	
701_	hsa-mir-4278	MI0015888	na	na	hsa-miR-4278-3p	MIMAT0016910	
702_	hsa-mir-4279	MI0015887	na	na	hsa-miR-4279-3p	MIMAT0016909	
703_	hsa-mir-4280	MI0015889	hsa-miR-4280-5p	MIMAT0016911	na	na	
704_	hsa-mir-4281	MI0015885	na	na	hsa-miR-4281-3p	MIMAT0016907	
705_	hsa-mir-4282	MI0015890	na	na	hsa-miR-4282-3p	MIMAT0016912	
706_	hsa-mir-4283-1	MI0015892	hsa-miR-4283-5p	MIMAT0016914	na	na	
707_	hsa-mir-4283-2	MI0015982	hsa-miR-4283-5p	MIMAT0016914	na	na	
708_	hsa-mir-4284	MI0015893	hsa-miR-4284-5p	MIMAT0016915	na	na	
709_	hsa-mir-4285	MI0015891	hsa-miR-4285-5p	MIMAT0016913	na	na	
710_	hsa-mir-4286	MI0015894	hsa-miR-4286-5p	MIMAT0016916	na	na	
711_	hsa-mir-4287	MI0015895	hsa-miR-4287-5p	MIMAT0016917	na	na	
712_	hsa-mir-4288	MI0015896	na	na	hsa-miR-4288-3p	MIMAT0016918	
713_	hsa-mir-4289	MI0015898	hsa-miR-4289-5p	MIMAT0016920	na	na	
714_	hsa-mir-429	MI0001641	na	na	hsa-miR-429-3p	MIMAT0001536	
715_	hsa-mir-4290	MI0015899	na	na	hsa-miR-4290-3p	MIMAT0016921	
716_	hsa-mir-4291	MI0015900	hsa-miR-4291-5p	MIMAT0016922	na	na	
717_	hsa-mir-4292	MI0015897	na	na	hsa-miR-4292-3p	MIMAT0016919	
718_	hsa-mir-4293	MI0015826	na	na	hsa-miR-4293-3p	MIMAT0016848	
719_	hsa-mir-4294	MI0015827	hsa-miR-4294-5p	MIMAT0016849	na	na	
720_	hsa-mir-4295	MI0015822	hsa-miR-4295-5p	MIMAT0016844	na	na	
721_	hsa-mir-4296	MI0015823	hsa-miR-4296-5p	MIMAT0016845	na	na	
722_	hsa-mir-4297	MI0015824	hsa-miR-4297-5p	MIMAT0016846	na	na	
723_	hsa-mir-4298	MI0015830	hsa-miR-4298-5p	MIMAT0016852	na	na	
724_	hsa-mir-4299	MI0015829	na	na	hsa-miR-4299-3p	MIMAT0016851	
725_	hsa-mir-4300	MI0015831	na	na	hsa-miR-4300-3p	MIMAT0016853	
726_	hsa-mir-4301	MI0015828	hsa-miR-4301-5p	MIMAT0016850	na	na	
727_	hsa-mir-4302	MI0015833	hsa-miR-4302-5p	MIMAT0016855	na	na	
728_	hsa-mir-4303	MI0015834	hsa-miR-4303-5p	MIMAT0016856	na	na	
729_	hsa-mir-4304	MI0015832	hsa-miR-4304-5p	MIMAT0016854	na	na	
730_	hsa-mir-4305	MI0015835	hsa-miR-4305-5p	MIMAT0016857	na	na	
731_	hsa-mir-4306	MI0015836	na	na	hsa-miR-4306-3p	MIMAT0016858	
732_	hsa-mir-4307	MI0015838	na	na	hsa-miR-4307-3p	MIMAT0016860	
733_	hsa-mir-4308	MI0015839	na	na	hsa-miR-4308-3p	MIMAT0016861	
734_	hsa-mir-4309	MI0015837	hsa-miR-4309-5p	MIMAT0016859	na	na	
735_	hsa-mir-431	MI0001721	hsa-miR-431-5p	MIMAT0001625	hsa-miR-431-3p	MIMAT0004757	
736_	hsa-mir-4310	MI0015840	na	na	hsa-miR-4310-3p	MIMAT0016862	
737_	hsa-mir-4311	MI0015841	hsa-miR-4311-5p	MIMAT0016863	na	na	
738_	hsa-mir-4312	MI0015842	na	na	hsa-miR-4312-3p	MIMAT0016864	
739_	hsa-mir-4313	MI0015843	hsa-miR-4313-5p	MIMAT0016865	na	na	
740_	hsa-mir-4314	MI0015846	hsa-miR-4314-5p	MIMAT0016868	na	na	
741_	hsa-mir-4315-1	MI0015844	hsa-miR-4315-5p	MIMAT0016866	na	na	
742_	hsa-mir-4315-2	MI0015983	hsa-miR-4315-5p	MIMAT0016866	na	na	
743_	hsa-mir-4316	MI0015845	hsa-miR-4316-5p	MIMAT0016867	na	na	
744_	hsa-mir-4317	MI0015850	hsa-miR-4317-5p	MIMAT0016872	na	na	
745_	hsa-mir-4318	MI0015847	na	na	hsa-miR-4318-3p	MIMAT0016869	
746_	hsa-mir-4319	MI0015848	hsa-miR-4319-5p	MIMAT0016870	na	na	
747_	hsa-mir-432	MI0003133	hsa-miR-432-5p	MIMAT0002814	hsa-miR-432-3p	MIMAT0002815	
748_	hsa-mir-4320	MI0015849	na	na	hsa-miR-4320-3p	MIMAT0016871	
749_	hsa-mir-4321	MI0015852	na	na	hsa-miR-4321-3p	MIMAT0016874	
750_	hsa-mir-4322	MI0015851	na	na	hsa-miR-4322-3p	MIMAT0016873	
751_	hsa-mir-4323	MI0015853	na	na	hsa-miR-4323-3p	MIMAT0016875	
752_	hsa-mir-4324	MI0015854	na	na	hsa-miR-4324-3p	MIMAT0016876	
753_	hsa-mir-4325	MI0015865	hsa-miR-4325-5p	MIMAT0016887	na	na	
754_	hsa-mir-4326	MI0015866	hsa-miR-4326-5p	MIMAT0016888	na	na	
755_	hsa-mir-4327	MI0015867	hsa-miR-4327-5p	MIMAT0016889	na	na	
756_	hsa-mir-4328	MI0015904	na	na	hsa-miR-4328-3p	MIMAT0016926	
757_	hsa-mir-4329	MI0015901	na	na	hsa-miR-4329-3p	MIMAT0016923	
758_	hsa-mir-433	MI0001723	hsa-miR-433-5p	MIMAT0026554	hsa-miR-433-3p	MIMAT0001627	
759_	hsa-mir-4330	MI0015902	na	na	hsa-miR-4330-3p	MIMAT0016924	
760_	hsa-mir-4417	MI0016753	hsa-miR-4417-5p	MIMAT0018929	na	na	
761_	hsa-mir-4418	MI0016754	na	na	hsa-miR-4418-3p	MIMAT0018930	
762_	hsa-mir-4419a	MI0016755	na	na	na	na	
763_	hsa-mir-4419b	MI0016861	na	na	hsa-miR-4419b-3p	MIMAT0019034	
764_	hsa-mir-4420	MI0016757	na	na	hsa-miR-4420-3p	MIMAT0018933	
765_	hsa-mir-4421	MI0016758	na	na	hsa-miR-4421-3p	MIMAT0018934	
766_	hsa-mir-4422	MI0016759	hsa-miR-4422-5p	MIMAT0018935	na	na	
767_	hsa-mir-4423	MI0016760	hsa-miR-4423-5p	MIMAT0019232	hsa-miR-4423-3p	MIMAT0018936	
